device_brand,os,screen_size,4g,5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_used_price,normalized_new_price,price_drop_percent
Others,Android,12.93,yes,no,12.0,8.0,64.0,4,4500,190,2018,608,4.933538244,5.885409346,16.173405213469753
Others,Android,12.83,yes,no,13.0,5.0,16.0,4,5000,203,2017,594,4.619368905,5.246286958,11.949747659990653
Others,Android,12.83,yes,no,13.0,5.0,32.0,4,3000,180,2017,792,4.410006521,4.781976562,7.778583524558898
Others,Android,12.7,no,no,5.0,2.0,32.0,4,2000,167,2017,715,3.97724879,4.385271365,9.304386001207028
Others,Android,12.75,yes,no,13.0,5.0,16.0,4,4000,206,2017,836,4.892902257,5.799122957,15.626857832116139
Others,Others,5.18,no,no,0.3,5.0,32.0,4,1500,112,2017,770,3.24376354,3.881976084,16.440403809556297
Others,Others,5.18,yes,no,0.3,5.0,32.0,4,1000,92,2017,629,3.259249719,3.667144962,11.122964792140115
Others,Android,10.16,no,no,2.0,0.3,16.0,4,1300,105,2015,1034,3.055886196,4.05958057,24.724090498836922
Others,Android,12.7,no,no,5.0,2.0,32.0,4,2100,145,2015,573,4.037068494,4.388008706,7.997710020951819
Others,Android,10.29,no,no,5.0,2.0,32.0,4,1600,125,2015,962,3.88567903,4.270536259,9.011918074432161
Others,Android,12.7,no,no,8.0,5.0,32.0,4,2000,150,2015,1031,3.897924081,4.628593701,15.785996075700911
Others,Android,12.7,no,no,13.0,5.0,32.0,4,2000,150,2014,944,4.512616204,5.255201075,14.130474940961227
Others,Android,10.16,no,no,8.0,0.3,16.0,4,1400,121,2014,1061,3.985830933,4.59643212,13.284242452817955
Others,Android,12.7,no,no,13.0,5.0,32.0,4,2500,154,2013,1030,4.355682659,6.089452955,28.471692101281693
Others,Android,10.16,no,no,5.0,0.3,16.0,4,1400,154,2013,863,3.902376628,4.949610592,21.157906153115007
Others,Android,10.29,no,no,5.0,0.3,16.0,4,2000,147,2013,619,4.140114296,4.997279839,17.15264244980778
Others,Android,10.29,no,no,8.0,2.0,16.0,4,1700,147,2013,715,3.664586762,5.302608148,30.890862388498714
Others,Android,12.7,no,no,13.0,2.0,16.0,4,2000,168,2013,994,4.499365127,5.39648709,16.62418436360977
Others,Android,12.7,no,no,13.0,2.0,16.0,4,1900,165,2013,966,4.254761284,5.561296826,23.493361042908674
Others,Android,10.29,no,no,8.0,2.0,16.0,4,1700,150,2013,944,4.484921613,5.39494486,16.868073179899003
Others,Android,10.16,no,no,5.0,0.3,16.0,4,1500,130,2013,727,4.143610804,5.011035214,17.310283663075452
Gionee,Android,13.84,yes,no,8.0,5.0,16.0,4,2670,135,2018,645,4.351567427,4.879994956,10.82844416366237
Gionee,Android,15.27,yes,no,13.0,8.0,64.0,4,3600,177,2017,854,4.902975842,6.213807778,21.095469683516814
Gionee,Android,15.21,yes,no,13.0,8.0,64.0,4,3410,165,2017,778,4.961655112,5.7676958,13.97509015645382
Gionee,Android,12.88,yes,no,13.0,16.0,32.0,4,3030,141,2017,619,4.789073824,5.298367365,9.612273100659188
Gionee,Android,16.33,yes,no,13.0,8.0,128.0,4,5000,241,2017,726,4.999506936,6.507695536,23.175463444115245
Gionee,Android,15.24,yes,no,13.0,8.0,64.0,4,5000,199,2017,847,4.881513214,5.553889385,12.106401917473548
Gionee,Android,15.27,yes,no,13.0,8.0,64.0,4,4000,180,2017,603,4.372481222,5.889957708,25.763792564060285
Gionee,Android,15.24,yes,no,12.0,8.0,64.0,4,6020,215,2017,623,4.991656327,6.131726365,18.592969909869737
Gionee,Android,15.24,yes,no,13.0,20.0,64.0,4,4550,226,2017,756,4.825670246,5.915042361,18.416979093550072
Gionee,Android,12.83,yes,no,13.0,16.0,64.0,4,4010,182,2017,750,4.571303116,5.635503634,18.88385825145224
Gionee,Android,12.78,yes,no,13.0,8.0,32.0,4,4000,162,2017,660,4.260141447,5.520700629,22.833318933802317
Gionee,Android,12.88,yes,no,13.0,8.0,128.0,4,7000,238,2016,656,5.674628257,7.047204129,19.47688539844763
Gionee,Android,12.7,yes,no,8.0,5.0,16.0,4,4000,160,2016,567,4.195395806,5.347583608,21.545952087150617
Gionee,Android,12.7,yes,no,8.0,5.0,16.0,4,2300,167,2016,819,4.310262068,4.942713278,12.795628118164132
Gionee,Android,12.83,yes,no,13.0,13.0,64.0,4,3000,168,2016,992,4.465563232,5.916633236,24.52526540213621
Gionee,Android,12.83,yes,no,13.0,5.0,32.0,4,3065,183,2016,819,4.356452384,5.248864483,17.002003040664146
Gionee,Android,12.83,yes,no,13.0,8.0,32.0,4,3150,166,2016,970,4.645640119,5.63432521,17.547533274175343
Gionee,Android,12.83,yes,no,13.0,8.0,64.0,4,3130,170,2016,835,5.007497042,5.971236329,16.139694259285783
Gionee,Android,10.29,no,no,5.0,2.0,32.0,4,1800,153,2016,606,3.745968421,4.485485343,16.486887492656326
Gionee,Android,10.21,yes,no,16.0,5.0,64.0,4,2530,207,2016,873,5.073359671,6.307478942,19.565967359514964
Gionee,Android,12.83,yes,no,16.0,8.0,64.0,4,3000,147,2016,694,5.161695489,6.110025058,15.52087855610885
Gionee,Android,12.7,no,no,8.0,5.0,16.0,4,4000,167,2016,941,4.199905058,4.78574021,12.241265223211949
Gionee,Android,12.83,yes,no,8.0,5.0,16.0,4,5000,200,2015,713,4.295106163,5.823726137,26.24814316539007
Gionee,Android,15.24,yes,no,13.0,5.0,64.0,4,5020,208,2015,945,4.336898507,6.039516344,28.191294468330693
Gionee,Android,12.7,yes,no,8.0,5.0,32.0,4,4000,183,2015,779,4.507667605,5.131613221,12.15885900064798
Gionee,Android,12.7,no,no,5.0,2.0,16.0,4,2000,153,2015,1069,3.573468603,4.512287059,20.805822939111916
Gionee,Android,12.83,yes,no,13.0,5.0,32.0,4,3150,147,2015,829,4.803036954,5.667740703,15.256586253889523
Gionee,Android,12.7,yes,no,8.0,5.0,16.0,4,2400,136,2015,967,4.138520925,4.87557893,15.117343305936384
Gionee,Android,15.24,yes,no,24.0,8.0,64.0,4,3500,210,2015,1022,5.3574821,6.174743978,13.2355589302459
Gionee,Android,12.7,yes,no,8.0,5.0,16.0,4,5000,176,2015,1054,4.548494009,5.392672545,15.654177570687269
Gionee,Android,12.83,yes,no,13.0,5.0,32.0,4,6020,211,2015,892,5.004885462,5.799153259,13.69627187843907
Gionee,Android,10.29,no,no,5.0,2.0,32.0,4,1800,176,2015,886,3.883829271,4.791068671,18.936055028629738
Gionee,Android,12.75,yes,no,13.0,8.0,16.0,4,2700,125,2015,623,4.904904339,5.985672807,18.05592291540035
Gionee,Android,12.7,no,no,8.0,2.0,32.0,4,5000,180,2014,950,4.160912273,5.137737732,19.012754444741667
Gionee,Android,10.36,no,no,8.0,5.0,16.0,4,2050,97,2014,911,4.185555442,5.479054335,23.608068362037876
Gionee,Android,12.7,no,no,5.0,2.0,32.0,4,1950,150,2015,595,4.033709524,4.802380355,16.006038134811597
Gionee,Android,10.29,no,no,5.0,2.0,32.0,4,1800,88,2014,547,3.89324785,4.598246271,15.331897846495313
Gionee,Android,12.7,no,no,13.0,5.0,16.0,4,2300,133,2014,699,4.783232686,5.602635293,14.625306916260842
Gionee,Android,10.34,no,no,13.0,0.3,16.0,4,1800,142,2013,1000,4.461415282,5.427106281,17.793847199580952
Gionee,Android,12.83,yes,no,16.0,8.0,16.0,4,2500,150,2013,738,4.632104187,5.831325137,20.565153234054694
Gionee,Android,12.7,no,no,13.0,5.0,32.0,4,2000,142,2013,632,4.417031744,5.522580291,20.01869576802138
Gionee,Android,10.36,no,no,8.0,5.0,16.0,4,2000,135,2013,894,4.360675309,5.297066585,17.67754399485238
Gionee,Android,10.34,no,no,8.0,2.0,16.0,4,1800,142,2013,753,3.86388263,5.192289962,25.58422857201749
Gionee,Android,12.7,no,no,8.0,2.0,16.0,4,4200,115,2014,614,3.689129423,4.865532448,24.178299858704385
Gionee,Android,12.88,no,no,13.0,5.0,16.0,4,3200,115,2014,939,4.256179925,5.395534817,21.116625703353332
Gionee,Android,12.83,no,no,5.0,0.3,16.0,4,2250,142,2013,682,3.660222745,4.699297849,22.111284225602184
Gionee,Android,12.78,no,no,8.0,2.0,16.0,4,3000,142,2013,755,3.938664936,5.063923264,22.2210777955422
Gionee,Android,12.7,no,no,8.0,0.3,16.0,4,2100,142,2013,541,3.740047741,4.603268379,18.752342182306638
Gionee,Android,10.24,no,no,5.0,0.3,16.0,4,1700,142,2013,872,3.374511116,4.524285457,25.41339073159195
Gionee,Android,10.16,no,no,5.0,0.3,16.0,4,1700,142,2013,779,3.348850901,4.249209273,21.188845127515563
Gionee,Android,7.75,no,no,2.0,0.3,512.0,0,1500,142,2013,602,3.104586678,4.099166253,24.26297236107735
Gionee,Android,10.03,no,no,2.0,0.3,16.0,4,1700,142,2013,848,3.47010136,4.494908792,22.79929314303204
Gionee,Android,7.75,no,no,3.15,0.3,16.0,4,1500,142,2013,824,3.335057579,4.097173889,18.601024282765067
Gionee,Android,10.24,no,no,5.0,0.3,16.0,4,1800,142,2013,834,3.812865434,4.606968568,17.236999173726513
Gionee,Android,10.29,no,no,5.0,0.3,16.0,4,1800,142,2013,688,3.535145354,4.698113932,24.753945835130505
Gionee,Android,11.81,no,no,8.0,1.0,16.0,4,2100,142,2013,719,4.346787983,5.140844508,15.44603272408488
Google,Android,15.32,yes,no,12.2,,64.0,4,3430,184,2018,475,5.573825638,6.865974492,18.819598813039118
Google,Android,12.83,yes,no,12.2,,64.0,4,2915,148,2018,424,4.464988155,6.745083397,33.803810980515294
Google,Android,12.7,yes,no,12.2,8.0,64.0,4,2700,143,2017,890,4.825028346,6.310845121,23.54386372208357
Google,Android,15.24,yes,no,12.2,8.0,64.0,4,3520,175,2017,554,5.247760643,6.272367443,16.33524836213904
Google,Android,12.83,yes,no,12.3,8.0,32.0,4,3450,168,2016,1021,5.042586055,5.936955562,15.06444671279821
Google,Android,12.7,yes,no,12.3,8.0,32.0,4,2770,143,2016,848,4.565077092,5.671810095,19.51287127852964
Google,Android,25.45,no,no,8.0,2.0,32.0,4,9240,517,2015,584,5.032201072,5.826059103,13.625986571114948
Others,Android,12.83,yes,no,13.0,5.0,32.0,4,3000,160,2017,556,4.177306083,4.783734694,12.676886361624787
Honor,Android,15.77,yes,no,13.0,32.0,256.0,4,3400,164,2019,372,5.303105883,5.343147318,0.7493979225522829
Honor,Android,15.77,yes,no,13.0,32.0,128.0,4,3400,164,2019,289,4.974178757,5.634396669,11.717632797003207
Honor,Android,15.47,yes,no,13.0,8.0,64.0,4,3020,150,2019,431,4.782144136,5.296165052,9.7055305292249
Honor,Android,20.32,yes,no,8.0,8.0,64.0,4,5100,310,2019,190,4.789822358,5.295964601,9.557130402730184
Honor,Android,15.34,yes,no,13.0,25.0,256.0,4,4000,180,2018,410,5.414677168,6.346828632,14.686885656565499
Honor,Android,16.23,yes,no,13.0,16.0,128.0,4,3500,206,2019,396,5.131081447,6.218121918,17.48181340499731
Honor,Android,16.23,yes,no,13.0,14.5,128.0,4,3500,206,2018,443,4.896570338,6.309263518,22.390777877158875
Honor,Android,15.47,yes,no,13.0,8.0,32.0,4,3020,150,2019,283,4.270955399,4.610356713,7.36171483310558
Honor,Android,15.77,yes,no,13.0,24.0,64.0,4,3400,162,2018,720,4.743278588,5.345391774,11.264154461580917
Honor,Android,15.9,yes,no,13.0,8.0,32.0,4,4000,167,2018,680,4.353241283,5.136386499,15.247007135317217
Honor,Android,15.37,yes,no,13.0,16.0,64.0,4,3750,175,2018,718,4.961234944,5.602598411,11.447607341278697
Honor,Android,18.08,yes,no,13.0,8.0,64.0,4,5000,210,2018,535,4.64851699,5.521660898,15.813066469117318
Honor,Android,17.65,yes,no,13.0,13.0,128.0,4,5000,230,2018,557,4.698296164,5.989412443,21.556643348363238
Honor,Android,14.83,yes,no,13.0,16.0,64.0,4,3000,152,2018,626,4.938637914,5.390303847,8.37922955403297
Honor,Android,15.32,yes,no,13.0,16.0,64.0,4,3750,176,2018,455,5.078667704,5.766381616,11.9262642987727
Honor,Android,13.84,yes,no,13.0,5.0,16.0,4,3020,142,2018,697,4.406475315,4.700389453,6.252974161798671
Honor,Android,14.83,yes,no,13.0,24.0,64.0,4,3400,153,2018,420,5.302857047,5.993612239,11.524856204498954
Honor,Android,12.88,yes,no,13.0,8.0,32.0,4,3000,150,2018,663,4.243769809,4.776093698,11.145591411301508
Honor,Android,15.21,yes,no,13.0,8.0,32.0,4,3000,164,2018,641,4.480400299,5.293103799,15.3540064744912
Honor,Android,14.35,yes,no,13.0,8.0,64.0,4,3000,149,2017,778,4.671613143,5.242170206,10.883985841340305
Honor,Android,15.06,yes,no,13.0,8.0,64.0,4,3340,165,2017,628,4.819555496,5.663828159,14.906396156430421
Honor,Android,15.21,yes,no,13.0,13.0,128.0,4,3750,172,2017,814,4.687303016,5.917091155,20.783660531591035
Honor,Android,12.75,yes,no,13.0,8.0,32.0,4,3000,145,2017,632,4.609759638,5.192734604,11.226742948713966
Honor,Android,13.08,yes,no,13.0,8.0,64.0,4,3200,155,2017,751,4.477450444,5.742682624,22.032075648971137
Honor,Android,12.7,yes,no,13.0,5.0,32.0,4,3020,143,2017,683,4.177459469,4.856551279,13.983005037678286
Honor,Android,12.88,yes,no,12.0,8.0,64.0,4,4000,184,2017,557,4.825670246,5.969448973,19.160541151676593
Honor,Android,12.93,yes,no,12.0,8.0,64.0,4,2900,145,2016,729,4.839767887,5.989713014,19.19866818847893
Honor,Android,12.88,yes,no,12.0,8.0,32.0,4,3500,170,2016,675,4.714114273,5.767038924,18.25763038668196
Honor,Android,20.32,yes,no,8.0,2.0,16.0,4,4800,340,2016,1027,4.356324137,5.433765671,19.82863449099957
Honor,Android,12.83,yes,no,13.0,8.0,64.0,4,3300,162,2016,595,4.703928958,5.187665096,9.32473721892706
Honor,Android,12.83,yes,no,13.0,8.0,16.0,4,3100,168,2016,670,4.29374172,4.932169121,12.944150643207442
Honor,Android,15.39,yes,no,13.0,5.0,32.0,4,4500,219,2016,1014,4.420405648,5.992014396,26.22838738587036
Honor,Android,12.75,yes,no,12.0,8.0,32.0,4,3000,153,2016,1039,4.790487252,5.555630434,13.772391650052654
Honor,Android,12.7,yes,no,13.0,5.0,16.0,4,2200,140,2016,672,4.424607082,4.78548974,7.541185492124791
Honor,Android,12.75,yes,no,13.0,8.0,16.0,4,3300,156,2016,556,4.596835549,5.135739612,10.493212345517184
Honor,Android,12.7,yes,no,13.0,5.0,16.0,4,4000,160,2016,1001,4.455393261,4.946416722,9.926851872712072
Honor,Android,12.83,yes,no,13.0,5.0,16.0,4,3000,158,2015,826,4.46383701,5.193512252,14.049745270534503
Honor,Android,12.75,yes,no,13.0,13.0,32.0,4,3100,160,2015,592,4.765416535,5.737604023,16.94413703181413
Honor,Android,12.75,yes,no,20.0,8.0,16.0,4,3100,157,2015,960,4.405132623,5.705481031,22.791214289114684
Honor,Android,10.29,no,no,8.0,2.0,32.0,4,1730,159,2015,894,3.883006056,4.248209487,8.596643647578189
Honor,Android,12.7,no,no,13.0,5.0,32.0,4,2550,162,2015,727,4.315352501,5.137913845,16.009636767274372
Honor,Android,12.83,yes,no,8.0,8.0,16.0,4,3600,165,2014,1083,4.321878462,5.765253797,25.03576400662661
Honor,Android,12.83,yes,no,13.0,5.0,32.0,4,3000,165,2014,904,4.572337029,5.294409742,13.638398767512697
Honor,Android,12.7,no,no,8.0,2.0,16.0,4,2000,156,2014,700,3.981362484,4.62399194,13.897720072582997
Honor,Android,12.7,yes,no,8.0,2.0,32.0,4,2000,160,2014,847,3.855875845,4.605070181,16.268901592229618
Honor,Android,12.7,no,no,8.0,2.0,16.0,4,2000,156,2014,545,3.872658282,4.862057943,20.34940086274492
Honor,Android,12.7,yes,no,13.0,5.0,16.0,4,3100,130,2014,829,4.640151155,5.674628257,18.229865555050406
Honor,Android,12.83,no,no,13.0,5.0,32.0,4,3000,162,2014,668,4.142658423,5.297517046,21.799998243932027
Honor,Android,12.7,yes,no,8.0,5.0,32.0,4,2300,140,2014,805,4.50821866,5.295062074,14.859946927980053
Honor,Android,12.83,no,no,13.0,5.0,32.0,4,3000,162,2013,1083,4.49880917,5.515644033,18.43546931086007
Honor,Android,12.7,no,no,8.0,5.0,32.0,4,2300,140,2013,1090,4.159195535,4.947198388,15.928264670189735
Honor,Android,10.34,no,no,13.0,1.3,32.0,4,2150,138,2013,840,4.390862483,5.433328913,19.186514321004076
Others,Windows,15.14,yes,no,16.0,8.0,64.0,4,4150,195,2016,711,5.427853288,6.550308609,17.135915084333096
Others,Android,30.56,no,no,8.0,2.0,32.0,4,2500,850,2015,652,5.239310186,6.194772671,15.423689225479892
Others,Android,25.43,no,no,5.0,2.0,16.0,4,8380,855,2015,889,5.163585253,5.480263853,5.7785283426936545
Others,Android,19.96,no,no,8.0,2.0,16.0,4,5900,350,2015,976,4.849135453,5.965608133,18.715152841233397
Others,Android,15.24,no,no,8.0,2.0,16.0,4,3000,160,2014,900,4.054216771,5.304050898,23.56376571482893
Others,Android,17.65,no,no,5.0,0.3,32.0,4,3000,305,2014,806,4.494350351,4.957445466,9.34140613701308
Others,Android,17.78,no,no,2.0,0.3,32.0,4,2800,294,2014,634,4.18235544,4.240607069,1.3736624981322907
Others,Android,19.94,no,no,2.0,0.3,16.0,4,3800,313,2014,664,4.297285406,4.792230497,10.328073562192849
Others,Android,17.78,yes,no,13.0,5.0,16.0,4,5000,239,2014,678,5.062088576,5.996277944,15.579487420771903
Others,Android,17.78,no,no,5.0,2.0,16.0,4,4100,325,2014,601,4.613039144,5.198938923,11.269603041651274
Others,Android,15.24,no,no,5.0,2.0,16.0,4,3000,160,2014,930,4.459450532,5.595863132,20.308084261414706
Others,Android,25.4,no,no,5.0,2.0,16.0,4,7000,626,2013,591,5.02427518,5.391671088,6.81413799179435
Others,Android,17.78,no,no,5.0,0.3,16.0,4,4100,319,2013,939,4.428790939,5.006627273,11.54142903978865
Others,Android,17.78,no,no,5.0,0.3,32.0,4,4000,340,2013,621,4.399006655,4.69217323,6.247991295922377
Others,Android,17.78,no,no,3.15,0.3,32.0,4,2000,372,2013,855,4.418238017,4.862753811,9.141235836255252
HTC,Android,12.88,yes,no,13.0,13.0,64.0,4,3075,150,2018,687,4.757719584,5.299616522,10.225210366645465
HTC,Android,15.24,yes,no,13.0,13.0,128.0,4,3600,175,2018,682,4.668426636,5.701813872,18.123833208142283
HTC,Android,15.24,yes,no,13.0,10.5,64.0,4,3500,188,2018,384,5.414588148,6.478325293,16.41994029150398
HTC,Android,15.24,yes,no,13.0,8.0,32.0,4,2965,157,2018,537,4.806640562,5.521940803,12.9537832171505
HTC,Android,12.83,yes,no,13.0,5.0,32.0,4,2730,137,2018,708,4.065945088,4.864452784,16.4151597611642
HTC,Android,15.24,yes,no,12.0,10.5,64.0,4,3930,185,2018,426,5.087411133,5.993687075,15.120508138973882
HTC,Android,15.24,yes,no,12.0,8.0,128.0,4,3930,188,2017,561,4.669364898,6.492724566,28.083120567723764
HTC,Android,12.75,yes,no,16.0,16.0,64.0,4,2600,142,2017,859,4.664570529,5.34834486,12.784783870500085
HTC,Android,12.83,yes,no,12.0,16.0,128.0,4,3000,169,2017,634,5.099744469,5.916309874,13.801937734676544
HTC,Android,12.83,yes,no,16.0,8.0,32.0,4,3000,175,2017,669,4.39432569,5.301163313,17.10638909720381
HTC,Android,12.88,yes,no,12.0,16.0,64.0,4,3000,170,2017,880,4.912140047,5.521020821,11.028409305830426
HTC,Android,12.75,yes,no,16.0,16.0,64.0,4,2500,145,2017,774,4.789572909,5.016882407,4.530891489161417
HTC,Android,12.83,yes,no,16.0,8.0,32.0,4,3200,174,2016,728,4.625364893,5.439426228,14.965941275378206
HTC,Android,12.7,yes,no,13.0,5.0,16.0,4,2200,140,2016,744,4.009875406,5.15282906,22.18109005152987
HTC,Android,12.83,yes,no,20.0,13.0,64.0,4,3000,165,2016,562,4.718409582,5.564903476,15.211295176110617
HTC,Android,12.83,yes,no,13.0,5.0,32.0,4,2700,155,2016,682,4.505681287,5.304050898,15.052072959952959
HTC,Android,12.7,yes,no,13.0,5.0,32.0,4,2300,149,2016,948,4.562053895,5.019198525,9.107920870693198
HTC,Android,12.83,yes,no,13.0,5.0,32.0,4,2800,153,2016,714,4.543826556,5.393991117,15.761326679248214
HTC,Android,12.7,yes,no,13.0,5.0,32.0,4,2200,142,2016,1031,4.259435182,5.304846009,19.706713922070428
HTC,Android,12.7,yes,no,13.0,4.0,16.0,4,2840,158,2016,828,4.553771623,5.521540915,17.5271596624581
HTC,Android,12.83,yes,no,13.0,4.0,32.0,4,2800,156,2016,748,4.439351701,5.294158731,16.146229711524683
HTC,Android,12.7,yes,no,13.0,4.0,16.0,4,2840,158,2016,738,4.566325402,5.344437302,14.559285777546949
HTC,Android,12.75,yes,no,12.0,5.0,32.0,4,3000,161,2016,692,4.175770928,5.523578674,24.400987576120833
HTC,Android,12.75,yes,no,12.0,5.0,32.0,4,3000,161,2016,1001,4.746409298,5.698568908,16.708749606647743
HTC,Android,12.83,yes,no,13.0,5.0,16.0,4,2700,155,2016,703,4.493456196,5.481513541,18.025265058813428
HTC,Android,12.7,yes,no,13.0,5.0,16.0,4,2200,140,2016,597,4.609560534,5.243174567,12.084549635022666
HTC,Android,12.7,yes,no,8.0,5.0,16.0,4,2200,140,2016,699,4.100326634,5.140024788,20.227492996284745
HTC,Android,12.7,yes,no,5.0,1.3,32.0,4,2000,140,2016,790,3.852060664,4.237723145,9.100700253508425
HTC,Android,12.83,yes,no,13.0,5.0,32.0,4,3000,170,2015,909,4.880526609,5.709996461,14.526626376485241
HTC,Android,12.7,yes,no,13.0,4.0,16.0,4,2840,158,2015,559,4.131640347,5.601269752,26.237433119075394
HTC,Android,12.83,yes,no,13.0,4.0,16.0,4,2800,155,2015,565,4.730745009,5.516367971,14.241670717582386
HTC,Android,12.83,yes,no,13.0,5.0,16.0,4,2800,153,2015,921,4.587515251,5.487945499,16.407419646643255
HTC,Android,12.83,yes,no,13.0,4.0,16.0,4,2600,165,2015,719,4.119524861,5.735830087,28.179098778802437
HTC,Android,12.75,yes,no,20.2,13.0,32.0,4,2700,161,2015,574,4.703294584,5.701346176,17.505542747102968
HTC,Android,12.7,yes,no,13.0,4.0,16.0,4,2150,143,2015,690,4.666359354,5.700376682,18.139456139189928
HTC,Android,12.75,yes,no,21.0,4.0,32.0,4,2840,168,2015,895,4.404766122,6.174972899,28.66744204313309
HTC,Android,12.7,yes,no,8.0,2.0,32.0,4,2000,138,2015,857,4.256605125,5.254887809,18.997221639827405
HTC,Android,10.34,yes,no,8.0,2.0,32.0,4,2000,156,2015,700,3.948354935,4.695193689,15.906452501623306
HTC,Android,12.75,yes,no,20.0,4.0,32.0,4,2840,155,2015,863,4.812021741,5.826000107,17.404365729099357
HTC,Android,12.83,no,no,13.0,8.0,16.0,4,2600,154,2015,916,4.144879236,5.186603377,20.084900758356167
HTC,Android,10.29,no,no,8.0,2.0,32.0,4,2000,146,2015,892,4.227855121,4.879006852,13.345989271014858
HTC,Android,12.75,yes,no,13.0,4.0,32.0,4,2840,168,2015,714,4.88741249,5.709333705,14.396096943504894
HTC,Android,12.7,yes,no,13.0,5.0,16.0,4,2840,160,2015,945,4.92180408,5.798031486,15.112498235232936
HTC,Android,12.83,yes,no,20.0,13.0,32.0,4,2800,150,2015,795,4.985454229,5.770007074,13.597086362948183
HTC,Android,12.83,yes,no,13.0,4.0,16.0,4,2800,147,2015,598,4.167285187,5.768320996,27.755664258459724
HTC,Android,12.7,yes,no,20.0,4.0,32.0,4,2840,157,2015,604,4.932889945,5.885937351,16.19193934910096
HTC,Android,12.83,yes,no,13.0,8.0,16.0,4,2600,155,2015,1092,4.16852396,5.91609424,29.5392569676172
HTC,Android,12.7,no,no,13.0,5.0,32.0,4,2000,138,2015,874,4.048649603,5.523219371,26.69764984788252
HTC,Android,12.7,yes,no,13.0,5.0,16.0,4,2000,140,2014,602,4.239454497,5.194788506,18.390238753639075
HTC,Android,10.34,no,no,8.0,2.0,32.0,4,2000,154,2015,986,4.101651137,5.073359671,19.153156823365304
HTC,Android,12.83,yes,no,13.0,4.0,16.0,4,2600,183,2015,823,4.576153237,5.302408984,13.696713120234117
HTC,Android,10.29,no,no,5.0,0.3,32.0,4,2100,145,2015,995,3.803992261,4.378520495,13.121515239133307
HTC,Android,12.7,no,no,8.0,5.0,32.0,4,2100,160,2014,1044,4.258445573,5.247287195,18.844816097396777
HTC,Android,12.7,yes,no,8.0,5.0,32.0,4,2100,160,2014,1066,4.143928062,5.194178327,20.21975756089594
HTC,Android,20.55,yes,no,8.0,1.6,16.0,4,6700,425,2014,942,5.057773301,5.699774453,11.263623802904887
HTC,Android,12.83,no,no,13.0,5.0,32.0,4,2600,158,2014,1002,4.457481913,5.559527119,19.822642868917725
HTC,Android,12.7,yes,no,13.0,5.0,16.0,4,2600,160,2014,806,4.461761603,5.559488612,19.745107609908345
HTC,Android,12.75,yes,no,13.0,13.0,16.0,4,2400,154,2014,703,4.462684538,5.940434376,24.87612427754895
HTC,Android,10.34,yes,no,8.0,1.3,32.0,4,2040,146,2014,973,4.470037512,5.476003195,18.370436378096368
HTC,Android,12.83,yes,no,13.0,8.0,16.0,4,2600,155,2014,761,4.674696249,5.556094202,15.863625074656348
HTC,Android,12.83,yes,no,13.0,8.0,16.0,4,2600,155,2014,757,4.382901252,5.773370724,24.084188223350964
HTC,Android,12.83,yes,no,13.0,8.0,16.0,4,2600,155,2014,928,4.239166147,5.832351575,27.316347574605874
HTC,Android,12.7,yes,no,13.0,5.0,16.0,4,2600,164,2014,1057,4.766608532,5.860472784,18.665119561452766
HTC,Android,10.34,yes,no,5.0,0.3,32.0,4,2100,158,2014,773,4.206333064,5.307376211,20.745526663777714
HTC,Windows,12.7,yes,no,4.0,5.0,32.0,4,2600,160,2014,640,4.166355098,5.705181496,26.97243547955305
HTC,Windows,12.7,no,no,4.0,5.0,32.0,4,2600,160,2014,1028,4.736461572,5.70348243,16.954919557804278
HTC,Android,12.7,yes,no,13.0,5.0,16.0,4,2700,151,2014,754,4.185403293,5.523379077,24.22386306186169
HTC,Android,10.29,yes,no,13.0,5.0,16.0,4,2100,137,2014,697,4.407572542,5.628052675,21.685655829438385
HTC,Android,12.7,yes,no,4.0,5.0,16.0,4,2600,160,2014,1047,4.713755496,5.700109069,17.304117536351647
HTC,Android,12.7,no,no,5.0,2.0,16.0,4,1950,160,2014,977,3.96726848,5.07991257,21.902819677859146
HTC,Android,12.7,yes,no,13.0,5.0,16.0,4,2600,145,2014,1081,4.808682295,6.040326137,20.390353336313574
HTC,Android,10.29,yes,no,13.0,5.0,16.0,4,2110,137,2014,1090,4.340292766,5.516327766,21.319164666909675
HTC,Android,12.7,no,no,8.0,2.0,16.0,4,2000,150,2014,1044,3.962906216,5.196616812,23.74064974641044
HTC,Android,10.16,no,no,5.0,0.3,16.0,4,1300,130,2014,838,3.938664936,4.615120517,14.65737630270426
HTC,Android,12.7,yes,no,4.0,5.0,32.0,4,2600,160,2014,768,4.237000863,5.524137333,23.30022576214617
HTC,Android,12.7,yes,no,4.0,5.0,16.0,4,2600,160,2014,608,4.572956864,5.521340911,17.176697876245306
HTC,Android,10.29,no,no,5.0,0.3,16.0,4,2000,140,2014,641,3.584351925,4.93562435,27.377943076239188
HTC,Android,10.29,no,no,5.0,0.3,16.0,4,2000,140,2014,613,3.58407434,5.011368359,28.48112365231942
HTC,Android,12.83,no,no,13.0,5.0,32.0,4,2600,165,2014,620,4.117409835,5.52317944,25.452180583146138
HTC,Android,12.83,yes,no,13.0,5.0,32.0,4,2600,165,2014,575,4.618382517,5.52001988,16.333951373378035
